Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW26,OUT018,3327.9525829268264
FDX12,OUT018,3327.9525829268264
NCP06,OUT013,2346.648786938776
FDW45,OUT010,384.48867398374
NCN30,OUT049,1509.4323129186605
FDN24,OUT049,876.3205797979805
NCL41,OUT027,1378.263185276074
FDR02,OUT019,230.00859181286538
FDD09,OUT010,384.48867398374
FDS33,OUT010,230.00859181286538
FDU22,OUT045,2054.21570662021
FDI53,OUT013,2346.648786938776
DRH01,OUT049,2736.968429875519
FDX32,OUT013,1936.508247826087
NCP30,OUT018,637.5735090128754
FDB60,OUT045,3087.5075112820527
FDB14,OUT049,1248.2233455555554
NCP02,OUT035,876.3205797979805
FDJ10,OUT017,2054.21570662021
FDG34,OUT046,1722.3316111731858
NCB18,OUT017,1443.5247018633534
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1248.2233455555554
FDB35,OUT010,230.00859181286538
DRN11,OUT013,1936.508247826087
FDF41,OUT019,542.9755395973153
FDH16,OUT045,1364.0491539906102
NCQ50,OUT018,3327.9525829268264
DRH23,OUT018,876.3205797979805
DRJ37,OUT013,2346.648786938776
DRJ24,OUT027,5669.163351428572
FDY16,OUT035,2880.9695613636372
FDQ27,OUT045,1722.3316111731858
FDZ33,OUT045,2539.3942358778613
FDF29,OUT045,2202.299020111731
FDA08,OUT049,2811.181403212851
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,542.9755395973153
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4105.14011097561
DRZ24,OUT018,1936.508247826087
NCL54,OUT035,2997.4076790419144
FDR12,OUT049,2997.4076790419144
NCC54,OUT046,3593.1412351254467
DRN59,OUT013,754.596095726496
FDX50,OUT019,230.00859181286538
FDV31,OUT027,5669.163351428572
NCA29,OUT027,4117.3177126315795
FDW60,OUT049,2736.968429875519
FDX08,OUT017,3389.2269793548367
DRD49,OUT013,3593.1412351254467
FDD33,OUT046,3593.1412351254467
FDW35,OUT013,637.5735090128754
FDJ36,OUT017,1722.3316111731858
FDV51,OUT035,2811.181403212851
FDW36,OUT046,1722.3316111731858
FDH35,OUT046,2811.181403212851
NCS30,OUT027,3175.3359881578954
FDN49,OUT017,637.5735090128754
FDL08,OUT018,3327.9525829268264
FDI09,OUT013,3593.1412351254467
FDP19,OUT018,1936.508247826087
FDU21,OUT010,130.33349056603774
NCP41,OUT045,1722.3316111731858
FDY10,OUT013,1874.4309598591558
FDP12,OUT018,552.5502107784432
NCN26,OUT049,1874.4309598591558
FDK44,OUT013,2997.4076790419144
FDC28,OUT049,1509.4323129186605
FDJ41,OUT027,5669.163351428572
NCT29,OUT035,2054.21570662021
NCH42,OUT019,542.9755395973153
FDU60,OUT018,2346.648786938776
FDS02,OUT045,3087.5075112820527
FDC51,OUT046,2202.299020111731
FDU03,OUT013,2880.9695613636372
FDX39,OUT045,3753.0000993630556
NCY05,OUT010,130.33349056603774
NCL06,OUT027,5669.163351428572
FDD32,OUT035,1364.0491539906102
NCN41,OUT045,2054.21570662021
NCX53,OUT049,2202.299020111731
FDU57,OUT019,384.48867398374
FDQ23,OUT046,1722.3316111731858
FDQ52,OUT045,4333.891515923565
FDC14,OUT045,637.5735090128754
FDY09,OUT035,2736.968429875519
FDQ28,OUT045,2539.3942358778613
FDV25,OUT046,3753.0000993630556
FDJ07,OUT035,1874.4309598591558
DRB25,OUT049,1509.4323129186605
FDK52,OUT019,542.9755395973153
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3087.5075112820527
FDT36,OUT035,552.5502107784432
FDV25,OUT017,3753.0000993630556
NCN07,OUT027,3175.3359881578954
FDC57,OUT017,2880.9695613636372
FDQ03,OUT018,3327.9525829268264
FDU23,OUT017,2811.181403212851
NCX41,OUT035,3753.0000993630556
NCD06,OUT035,754.596095726496
FDW08,OUT045,1722.3316111731858
NCU29,OUT017,2384.015126168225
NCE06,OUT013,2346.648786938776
FDV52,OUT010,286.4177705128203
FDB02,OUT017,2736.968429875519
NCR18,OUT045,637.5735090128754
FDK16,OUT049,1509.4323129186605
NCQ29,OUT010,542.9755395973153
FDZ01,OUT019,230.00859181286538
FDW27,OUT035,2384.015126168225
FDD17,OUT018,3327.9525829268264
FDW39,OUT013,2736.968429875519
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1722.3316111731858
FDU40,OUT027,5669.163351428572
NCF54,OUT013,2997.4076790419144
FDH46,OUT045,1722.3316111731858
NCP14,OUT049,1509.4323129186605
FDH50,OUT049,3389.2269793548367
DRF15,OUT010,384.48867398374
FDV27,OUT027,2513.0798546666674
NCJ06,OUT049,2202.299020111731
FDN02,OUT018,3327.9525829268264
FDQ51,OUT049,754.596095726496
FDQ07,OUT017,3593.1412351254467
FDS45,OUT049,1509.4323129186605
NCJ06,OUT045,2202.299020111731
FDD36,OUT035,1874.4309598591558
FDY25,OUT045,3389.2269793548367
FDU52,OUT046,2384.015126168225
DRK47,OUT017,3593.1412351254467
NCL30,OUT017,2054.21570662021
FDN22,OUT035,4105.14011097561
NCF30,OUT027,3175.3359881578954
FDK03,OUT035,4333.891515923565
FDT45,OUT017,876.3205797979805
NCC54,OUT027,5669.163351428572
FDP08,OUT018,2880.9695613636372
